listing_id,date,reviewer_name,comments,sentiment
3176,2013-07-28T00:00:00Z,Henrik,"The flat is a perfect place for a visit to Berlin. It is in an excellent location, super cosy and close to all the best places in Prentzlauer Berg  and only 5 minutes from subway (Ubahn) and shopping supermarkets.brThe owner, Britta, is very freindly and we would very much recommend her place to others. We stayed 2 adults and 2 kids in the apartment, and it is perfect for kids as well.",positive
3176,2013-08-26T00:00:00Z,Iwona,"Brittas flat is located around the corner from Kollwitz Platz, a beautiful part of Berlin. Our toddler had loads of playgrounds to explore. We had a choice of cafes and restaurants. The flat was lovely and had all what one needs to stay for a week. brHighly recommend ",neutral
3176,2013-09-04T00:00:00Z,Ian McR,"We fully endorse the description of the flat as being a Fabulous Flat in a Great Location. We thoroughly enjoyed our stay in the flat, the appointments within the flat ere very sensitive to the needs of travelers, particularly when staying for quite a few days.brbrWe thought that the location of the flat provided many opportunities for getting out and about easily, as well as a great selection of local restaurants; especially the Cafe Water Tower, only two doors down from the flat.brbrWell done, we thoroughly enjoyed our stay.brbr",positive
3176,2013-10-22T00:00:00Z,Shae,"The flat is in a great neighborhood with lots of coffeebreakfastdinnerbike rental and weekend markets right within 13 blocks of the flat. UBahn is about a 35min walk, 35 blocks from the door. Only thing could have made our stay better would have been a nicer bed and a place to hang clothes. Other than that, the apartment was great. It has everything you need and wed definitely recommend a stay there. ",positive
3176,2013-12-01T00:00:00Z,Liz,"I stayed in this wonderful flat for 5.5 weeks in Fall, 2013.  The keyholder was very helpful in explaining the apartment and neighborhood.brIt is in a great location.  Prenzlauer Berg is an attractive residential area with a nice family atmosphere.  The Thursday and Saturday markets on Kollwitz Platz are only steps away.  And the area is full of good restaurants and cafes.brThe apartment itself has public transportation, grocery stores, ATMs within walking distance for a convenient urban experience.brAlthough the neighborhood bubbles with activity, the apartment is  quiet.brIm looking forward to my next stay in this apartment",neutral
3176,2013-12-23T00:00:00Z,Margot,"The apartment was exactly as the pictures and very clean. The neighbourhood is one of my favourites around the world. Me and my sister had a lovely time in Berlin. Great shopping, great sightseeing, lovely food en great markets all around. There just a minor thing to mention, if you stay here with someone you like but you dont want to sleep lepeltjelepeltje (Dutch expression for sleeping really close to each other), the bed could be too small so someone has to sleep in the daybed, which is fine but in the living room. This worked well for me and my sister. ",neutral
3176,2013-12-30T00:00:00Z,Catherine,"We had a fantastic time staying in this flat  a great spot and so close to Mitte. Great area for shopping and restaurants. It was so easy to get anywhere from here, and the flat was lovely.brThanks.brCJ",positive
3176,2014-01-10T00:00:00Z,Katie,"Brittas place is gorgeous and in a fantastic location. All the amenities are high quality; good shower, very comfy bed, fast wifi, effective heating (necessary in January).  Would recommend this place to anyone looking for somewhere to stay in PB.",positive
3176,2014-01-20T00:00:00Z,Julien,"As mentioned by other reviewers before, the flat is very welllocated, a few metrotram stations away from the historical centre of Berlin. Everything was great, the flat was very comfortable, fast wifi, good heating, nice decoration. We came with our oneyear old daughter and Britta provided a highchair as well as a baby cot. So that was very good for us.brThere is a great organic supermarket as well as a REWE close to SenefelderPlatz Ubahn station.brOverall, we highly recommend this flat.br",positive
3176,2014-02-26T00:00:00Z,Alena,"Great location, nice and quiet neighbors  A lot of good cafés and restaurants around. Apartment is very clean and comfortable Very detailed instructions and navigation. Highly recommend this place ",positive
3176,2014-04-07T00:00:00Z,Marion,"Best location in Prenzlauer Berg surrounded by many good restaurants. There are many playground for children near by and it is very easy to discover Berlin from there.brThe appartement itself is very cosy and the kitchen is fully equipped with what you need.brThe bed in the bedroom is a bit small for two people. So one of us ended up sleeping in the livingroom on the daybed, but I was pregnant.br",neutral
3176,2014-05-13T00:00:00Z,Thomas,"The flat is really nice and in a great neighbourhood, very closed from ground transportation and from both cultural and historical placesbr",positive
3176,2014-05-22T00:00:00Z,Lucas,"My guests really liked this place and the surrounding The flat is really unique, a big living room, artfully put together furnitures. You will feel like at home ",neutral
3176,2014-05-24T00:00:00Z,Gianluca,"The flat is really nice and in a lovely place.brif you are looking for a cozy house, nice furnitures and a vibrant neighborhood this is the right place.",positive
3176,2014-05-27T00:00:00Z,Giorgio,"Brittas flat is in one of the nicest areas of Berlin,near the underground and very close to anything you might need,really well equipped, close to restaurants and cafés.",neutral
3176,2014-06-23T00:00:00Z,Florian,"Sehr geräumige Wohnung und sehr gut gelegen, gutes PreisLeistungsverhältnis. Kann ich gerne weiterempfehlen",neutral
3176,2014-07-03T00:00:00Z,Norbert,Schöne Wohnung in noch schönerer Lage. Alles bestens gelaufen,neutral
3176,2014-07-07T00:00:00Z,Courtney,"The apartment was is the perfect location in Prenslauer Berg. So many great restaurants and shops to choose from. The apartment itself  was nice and they were able to provide a crib and high chair. The water heater went out twice. The first time a plumber was sent and the second time we were able to reset the pilot light ourselves. The lack of hot water was inconvenient, especially with a baby, but Britta and her management company were helpful and responsive. This was the first AirBnB property I have stayed in (over 20x) that was run by a service rather than a host who was present. We paid an extra 20 for arriving after 9PM. Overall, I loved the location and Britta was nice and communicative but I would likely stay elsewhere in the neighborhood next time. ",neutral
3176,2014-07-22T00:00:00Z,Mariette,"We stayed in this very nice apartment in the best neighbourhood in Berlin (or so we think). Dining, bars and shopping is all in walking distance and the Saturday morning market is just around the corner. We would definitely stay here again",positive
3176,2014-07-28T00:00:00Z,Annemiek,"The appartement was great Clean, big and comfortebel. We loved the area also. Lots of good restaurants, nice parks and friendly people.brThe baker underneath the appartment is a nice man and his bread is deliciousbrHope to come again.",positive
3176,2014-08-09T00:00:00Z,Lucie,"Très bon accueil et appartement très agréable Conforme à lannonce et à ce que nous attendions, lappartement est en plus très bien situé (entre une ligne de tramway et une ligne de métro) dans un chouette quartier. Nous reviendrons",neutral
3176,2014-08-16T00:00:00Z,Mark,"Fantastic location, in a nice leafy street with parks, cafes and restaurants nearby.  The apartment is light, spacious, well equipped, and quiet.   We had a great time.",positive
3176,2014-08-19T00:00:00Z,Joel,We had a pleasant stay in the apartment which really has a top location near Kollwitzplatz. Rebecca was very helpful and provided a baby cot bed and high chair for the little ones. ,positive
3176,2014-08-28T00:00:00Z,Amir,"We had a great time at Brittas flat. Superb location in Prenzlauer berg neighborhood, and was well equipped and comfort for our baby. we would definitely want to visit again, brbrHighly recommendedbr",positive
3176,2014-08-30T00:00:00Z,Daniel,"Great apartment, easy check inout. Huge living room, clean and in a great part of town. Would definitely recommend it. Wifi worked great. Cheers Britta",positive
3176,2014-09-05T00:00:00Z,Jenni,"Our family had a great stay at Brittas lovely apartment which worked well for two adults  a baby. The neighbourhood is perfect for children (parks, lots of kids etc.), and caters for the parents too (nice cafes, restaurants, shops...). Mitte, Volkspark Friedeichshain are within walking distance. Thanks, Britta  were planning to come back ",positive
3176,2014-09-08T00:00:00Z,Alexander,"Fantastic location. The market on saturday in front of the door is just amazing. One just goes out and is in the middle of action. The apartment was as described, we felt us very comfortable there. The chair was my personal favorite. Last  but not least: there were some tea we could have I couldnt wish more.  Britta and team, thank you very much for your hospitality Would love to stay in your flat again.",positive
3176,2014-09-14T00:00:00Z,Femke,Clean and well decorated appartement. Fellt like home. Beautiful neighbourhood with good restaurants. We definitely want to stay here again.,positive
3176,2014-09-18T00:00:00Z,Archana,"Brittas flat was a cozy  comfortable place.. It had a fantastic location with cafes and shops within 510 minutes walking distance from the apartment .. 810 minute tram ride to the city centre (Alexander Platz) .. she was away when we arrived, however Ian checked us in and we loved Brittas recommendations of Cafe Anna Blume for sumptuous cakes and coffee and the organic supermarket close to the apartment , in addition to things to do in the city ...brWe would definitely stay in the apartment if we return to Berlin ..",neutral
3176,2014-10-06T00:00:00Z,David,"Lovely, spacious apartment in a perfect location.brWe really enjoyed our time here. Check in was straight forward and the apartment was great. Its in one of the older parts of town and has a lot of character.brWed very happily stay here again.brIf youre here on a Sunday make sure to head to Mauerpark",positive
3176,2014-11-08T00:00:00Z,Gabriela,"Eine sehr schöne gemütliche Wohnung. Wir haben uns sofort zu Hause gefühlt. Die Lage ist Top, Fahrradverleih und U Bahn ganz in der Nähe. Würde ich sofort wieder machen. Vielen Dank dafür",neutral
3176,2014-11-22T00:00:00Z,Sarah,"We had a good welcome from Rebecca who helps to manage the apartment and, although the flat had not been cleaned from the previous let when we arrived, this was quickly sorted and Britta phoned to apologise.  Britta supplied very helpful directions to find the apartment from Tegel Airport and there was an abundance of local maps and guide books to sift through to plan our sightseeing while in Berlin for only two days.  The flat is delightful and a bit quirky, warm and comfortable.  We were even more impressed to have a supply of tea and coffee which we had forgotten to buybrThe apartment is in a quiet neighbourhood but with easy access to central areas.  Lots of good eateries, bars and cafes nearby and a great Saturday market just up the street.  Warmly recommended.",positive
3176,2014-11-25T00:00:00Z,Kasia,"Beautiful flat which felt like home. Everything was as described. The flat was well equipped, bright, warm and cosy. The location was perfect, central but incredibly quiet. We were met and greeted by someone from Berlin Cribs who explained everything to us. Britta was great at answering all my texts and queries before arrival and I would definately stay there again.  brThank you",positive
3176,2014-11-30T00:00:00Z,David,"Britta war die perfekte Gastgeberin. Sie hat sich bereits im Vorfeld sehr gut um uns gekümmert. Die Wohnung ist perfekt für ein Aufenthalt in Berlin. Sie liegt sehr schön im Prenzlauer Berg, wo man überall gut essen und einkaufen kann.",negative
3176,2014-12-03T00:00:00Z,Jaimie,Britta was a great host and I would thoroughly recommend her place to anyone. She was excellent with communication and even special requests for baby sitters. br,positive
3176,2014-12-14T00:00:00Z,Tanja,"Wir hatten eine schöne Zeit in Brittas Appartement. Die Wohnung ist schön eingerichtet und groß, die Lage am Kollwitzplatz  perfekt.brCheckin und out haben gut geklappt. Vielen Dank an die Gastgeber. Wir kommen gerne wieder.",negative
3176,2014-12-31T00:00:00Z,Karl,"Stayed for three nights in Brittas apartment Although we had difficulties finding the apartment (building unmarked and very unclear to find) after a while with no phone (as true travellers) we were able to make contact with Britta who then made contact with the people managing the place whilst she was away. We later had problems with the door and how to unlock it but after making contact with the managers at Berlin Cribs we easily solved the issue and found out how to open the door (stressful but quickly solved situation). After the initial difficulties of the first night we had a great stay and really enjoyed it. The tram is really close by and from there really easy connections can be made all over Berlin. The location of the apartment is very central and there is a cute strip of restaurants literally outside the door step (we recommend the restaurant on the corner opposite the apartment block (really good food) Overall really good stay and loved Berlin and the apartment, good beds, nice location and lovely host ",positive
3176,2015-01-03T00:00:00Z,Audrey,"Mes amis, ma sœur et moi avons passé un super séjour à Berlin, grâce notamment à lappartement de Britta  brIl est aussi propre et chaleureux que le laisse penser les photos, extrêmement bien placé (à proximité de commerces, bars, restaurants et station de métro), très spacieux et très calme. brIl y a tout pour sy sentir chez soi  brbrIl y a aussi plusieurs guides récents à disposition des voyageurs dans la bibliothèque, ce qui peut être très utile. brbrJe recommande vraiment cette adresse. brbrAudrey",neutral
3176,2015-01-11T00:00:00Z,Guido,"Nice appartment, well equiped and quiet. Great location nesr Kollwitzpplatz.",positive
3176,2015-01-24T00:00:00Z,Polly,"Lovely flat just like the pictures. Amazing location so close to the weekend markets and lots of cafes, parks, shops etc. Very warm and inviting space, thanks for a great stay. ",positive
3176,2015-01-28T00:00:00Z,Tristan,Very charming and well located appartment . brBrita is very nice and helpfull. Good expérience that We recommand . We will come again with pleasure . Tristan and diane ,positive
3176,2015-02-05T00:00:00Z,Ruth,"Brilliant flat in a super location for exploring Berlin, close to some great restaurants, bars, markets and parks. Our stay and communication with Britta was simple and smooth. The flat was spacious and had everything we needed for you stay in the city. We would definitely recommend this and hopefully well be back to stay again.",positive
3176,2015-03-08T00:00:00Z,Philippe,"The flat is exactly as described, located in a really great part of Berlin, with a lot of good restaurants very close to the apartment (we liked the mazel tov, where we could have a nice meal after 10 pm).brBritta is really reactive and very flexible for checkin and checkout, that made our organization very simple. brI recommend this flat for everyone (we were only two, but the flat is large enough for 4 people).",neutral
3176,2015-03-17T00:00:00Z,Marianne,"Wir haben uns sehr wohl gefühlt in Brittas Wohnung. Nochmals vielen lieben Dank brDas CheckIn und CheckOut hat problemlos geklappt. Die Wohnung ist sehr charmant und die LageQuartier war perfekt für uns, kommen gerne wieder. ",negative
3176,2015-03-24T00:00:00Z,Hannah,"We were able to drop our bags off earlier on our arrival date and was met by a man called Joe to explain how everything worked.  The apartment was quiet, really well decorated and in a great location.  The info about personal recommendations was handy and there are some great restaurants nearby.brbrBritta was always easy to get in touch with and happy to help.",positive
3176,2015-03-29T00:00:00Z,Leonie,"Traumhaftes Appartment Die Unterkunft hält alles was sie verspricht: Stilvolle Einrichtung, top Lage mit UBahn  TramStation in der Nähe, charmantes Quartier mit tollen Restaurants. Der CheckIn hat wunderbar geklappt  Britta hatte die Wohnungsübergabe super organisiert. Wir hatten trotz dem grauen Wetter einen unvergesslichen Aufenthalt",neutral
3176,2015-04-08T00:00:00Z,Edwina,We had a great long weekend over Easter staying in Brittas apartment. The location is absolutely perfect Right in the heart of Prenzlauer Berg there are so many great bars and restaurants within walking distance as well as great parks and weekend markets. brThe apartment is nicely decorated and everything works well. The living room bedday bed is not the best for sleeping but the main one was fine. brBritta was a communicative host and we had no problems checking in or out with the company who organises it for her. brWould recommend this apartment as a fantastic place to base yourself to experience Berlin like a local,positive
3176,2015-04-13T00:00:00Z,Leo,Britta was a wonderful host  being super helpful with information during the booking process and then during our stay. We couldnt have had a better time in her apartment and this was in part due to all her help,positive
3176,2015-04-24T00:00:00Z,Nadia,"Alles hat sehr gut geklappt. Super Betreuung durch Britta, auch im Vorfeld mit sämtlichen Infos wie Anreise etc. Sehr schöne Wohnung mit viel Charme, haben uns vom ersten Moment an wie zuhause gefühlt. Ideale Lage mit grossem kulinarischen Angebot in schönem Quartier.",neutral
3176,2015-05-07T00:00:00Z,Esmée,Brittas appartment is nice and quiet and situated in the most relaxed district of Berlin: Prenzlauer Berg. Especially the loungespot in the livingroom is great after a long day walking in the city. We had a great time And Britta was so kind doing an effort to help us getting home safely during the trainstrikes by keeping us informed of the last news although Britta herself was not even in Berlin,positive
3176,2015-05-09T00:00:00Z,Eva,"Britta is a great host. She is very reactive and happy to help. brThe apartment could not have a better location in one of the best streets in Prenzlauer Berg: fancy restaurants, many nice shops, cosy cafés and cute little shops for kids around. I would definitely recommend Brittas flat especially for families travelling with young children. ",positive
3176,2015-05-24T00:00:00Z,Madeline,"Brittas apartment was beautiful, spacious, and bright. My three friends and I had a very pleasant experience staying in her apartment, in my favorite neighborhood We slept well and had no trouble with getting in and out. I would most definitely return to this dreamy apartment in the future ",positive
3176,2015-05-29T00:00:00Z,Erin,"Very welcoming and informative host. Perfect location, appartment exactly as described. We had a wonderful time Thanks:)",positive
3176,2015-06-01T00:00:00Z,Prisco,We have booked an appartment in Prenzlauer Berg.brThe appartment was very nice like the pictures on website.brWe foud all things we needed for us and our little baby.brBritta sent me clear and useful informations to arrive from the airport and some great tips for our holiday ,positive
3176,2015-06-15T00:00:00Z,Jenni,"This was the second time our family stayed at Brittas place, and this time too we had a lovely stay  everything worked well from the booking until checkout, and our extra requirements (for our child) were taken care off without any problems. The flat is very nice, and the newlybuilt balcony was a great addition to the living room. Thanks again Britta",positive